"PS code, 2020",California Census tracts ,"Number of people in state prison from each Census tract, 2020","Census population, 2020","Total population, 2020","Imprisonment rate per 100,000"
6037402705,"Los Angeles County, Census Tract 4027.05",20,"3,432","3,452",579
6037402706,"Los Angeles County, Census Tract 4027.06",26,"3,962","3,988",652
6037402801,"Los Angeles County, Census Tract 4028.01",36,"4,911","4,947",728
6037402803,"Los Angeles County, Census Tract 4028.03",12,"3,273","3,285",365
6037402804,"Los Angeles County, Census Tract 4028.04",19,"4,027","4,046",470
6037402902,"Los Angeles County, Census Tract 4029.02",41,"6,856","6,897",594
6037402903,"Los Angeles County, Census Tract 4029.03",20,"4,324","4,344",460
6037402904,"Los Angeles County, Census Tract 4029.04",32,"3,606","3,638",880
6037403000,"Los Angeles County, Census Tract 4030",34,"6,757","6,791",501
6037403305,"Los Angeles County, Census Tract 4033.05",1,"2,076","2,077",48
6037403316,"Los Angeles County, Census Tract 4033.16",12,"6,784","6,796",177
6037403317,"Los Angeles County, Census Tract 4033.17",11,"5,098","5,109",215
6037403318,"Los Angeles County, Census Tract 4033.18",13,"6,450","6,463",201
6037403319,"Los Angeles County, Census Tract 4033.19",6,"4,214","4,220",142
6037403320,"Los Angeles County, Census Tract 4033.2",12,"5,503","5,515",218
6037403321,"Los Angeles County, Census Tract 4033.21",8,"5,275","5,283",151
6037403323,"Los Angeles County, Census Tract 4033.23",6,"5,275","5,281",114
6037403324,"Los Angeles County, Census Tract 4033.24",8,"6,516","6,524",123
6037403325,"Los Angeles County, Census Tract 4033.25",13,"5,306","5,319",244
6037403326,"Los Angeles County, Census Tract 4033.26",7,"2,606","2,613",268
6037403327,"Los Angeles County, Census Tract 4033.27",15,"2,813","2,828",530
6037403328,"Los Angeles County, Census Tract 4033.28",16,"5,936","5,952",269
6037403401,"Los Angeles County, Census Tract 4034.01",13,"4,984","4,997",260
6037403402,"Los Angeles County, Census Tract 4034.02",11,"3,549","3,560",309
6037403403,"Los Angeles County, Census Tract 4034.03",9,"4,750","4,759",189
6037403404,"Los Angeles County, Census Tract 4034.04",2,"2,389","2,391",84
6037403407,"Los Angeles County, Census Tract 4034.07",4,"2,526","2,530",158
6037403408,"Los Angeles County, Census Tract 4034.08",9,"6,022","6,031",149
6037403409,"Los Angeles County, Census Tract 4034.09",10,"4,210","4,220",237
6037403500,"Los Angeles County, Census Tract 4035",3,"1,828","1,831",164
6037403601,"Los Angeles County, Census Tract 4036.01",19,"7,102","7,121",267
6037403702,"Los Angeles County, Census Tract 4037.02",9,"3,884","3,893",231
6037403703,"Los Angeles County, Census Tract 4037.03",15,"4,809","4,824",311
6037403721,"Los Angeles County, Census Tract 4037.21",20,"5,429","5,449",367
6037403722,"Los Angeles County, Census Tract 4037.22",28,"5,794","5,822",481
6037403801,"Los Angeles County, Census Tract 4038.01",24,"6,346","6,370",377
6037403802,"Los Angeles County, Census Tract 4038.02",16,"5,857","5,873",272
6037403901,"Los Angeles County, Census Tract 4039.01",7,"3,198","3,205",218
6037403902,"Los Angeles County, Census Tract 4039.02",20,"5,011","5,031",398
6037404000,"Los Angeles County, Census Tract 4040",20,"4,545","4,565",438
6037404100,"Los Angeles County, Census Tract 4041",25,"6,137","6,162",406
6037404201,"Los Angeles County, Census Tract 4042.01",18,"3,950","3,968",454
6037404203,"Los Angeles County, Census Tract 4042.03",11,"3,899","3,910",281
6037404301,"Los Angeles County, Census Tract 4043.01",30,"5,460","5,490",546
6037404302,"Los Angeles County, Census Tract 4043.02",11,"2,388","2,399",459
6037404401,"Los Angeles County, Census Tract 4044.01",25,"3,838","3,863",647
6037404402,"Los Angeles County, Census Tract 4044.02",19,"5,042","5,061",375
6037404501,"Los Angeles County, Census Tract 4045.01",11,"2,720","2,731",403
6037404503,"Los Angeles County, Census Tract 4045.03",10,"2,986","2,996",334
6037404504,"Los Angeles County, Census Tract 4045.04",18,"5,087","5,105",353
6037404600,"Los Angeles County, Census Tract 4046",11,"1,472","1,483",742
6037404701,"Los Angeles County, Census Tract 4047.01",25,"5,620","5,645",443
6037404702,"Los Angeles County, Census Tract 4047.02",25,"5,662","5,687",440
6037404703,"Los Angeles County, Census Tract 4047.03",16,"2,912","2,928",546
6037404804,"Los Angeles County, Census Tract 4048.04",22,"4,404","4,426",497
6037404805,"Los Angeles County, Census Tract 4048.05",12,"2,706","2,718",442
6037404806,"Los Angeles County, Census Tract 4048.06",30,"5,937","5,967",503
6037404901,"Los Angeles County, Census Tract 4049.01",18,"5,279","5,297",340
6037404902,"Los Angeles County, Census Tract 4049.02",12,"3,832","3,844",312
6037404903,"Los Angeles County, Census Tract 4049.03",7,"2,742","2,749",255
6037405001,"Los Angeles County, Census Tract 4050.01",27,"5,761","5,788",466
6037405002,"Los Angeles County, Census Tract 4050.02",21,"2,971","2,992",702
6037405101,"Los Angeles County, Census Tract 4051.01",20,"5,057","5,077",394
6037405102,"Los Angeles County, Census Tract 4051.02",14,"4,793","4,807",291
6037405201,"Los Angeles County, Census Tract 4052.01",17,"5,392","5,409",314
6037405202,"Los Angeles County, Census Tract 4052.02",35,"4,894","4,929",710
6037405203,"Los Angeles County, Census Tract 4052.03",13,"3,285","3,298",394
6037405301,"Los Angeles County, Census Tract 4053.01",19,"3,614","3,633",523
6037405302,"Los Angeles County, Census Tract 4053.02",19,"5,603","5,622",338
6037405400,"Los Angeles County, Census Tract 4054",14,"4,858","4,872",287
6037405500,"Los Angeles County, Census Tract 4055",14,"6,623","6,637",211
6037405600,"Los Angeles County, Census Tract 4056",12,"5,645","5,657",212
6037405701,"Los Angeles County, Census Tract 4057.01",11,"3,818","3,829",287
6037405702,"Los Angeles County, Census Tract 4057.02",21,"5,285","5,306",396
6037405800,"Los Angeles County, Census Tract 4058",20,"5,755","5,775",346
6037405900,"Los Angeles County, Census Tract 4059",21,"4,423","4,444",473
6037406000,"Los Angeles County, Census Tract 4060",13,"5,496","5,509",236
6037406101,"Los Angeles County, Census Tract 4061.01",12,"3,583","3,595",334
6037406103,"Los Angeles County, Census Tract 4061.03",24,"8,353","8,377",287
6037406201,"Los Angeles County, Census Tract 4062.01",11,"3,731","3,742",294
6037406300,"Los Angeles County, Census Tract 4063",15,"5,796","5,811",258
6037406413,"Los Angeles County, Census Tract 4064.13",29,"7,129","7,158",405
6037406500,"Los Angeles County, Census Tract 4065",18,"7,397","7,415",243
6037406601,"Los Angeles County, Census Tract 4066.01",15,"5,397","5,412",277
6037406602,"Los Angeles County, Census Tract 4066.02",15,"4,978","4,993",300
6037406701,"Los Angeles County, Census Tract 4067.01",10,"3,112","3,122",320
6037406702,"Los Angeles County, Census Tract 4067.02",27,"7,040","7,067",382
6037406801,"Los Angeles County, Census Tract 4068.01",24,"4,993","5,017",478
6037406903,"Los Angeles County, Census Tract 4069.03",34,"7,777","7,811",435
6037407001,"Los Angeles County, Census Tract 4070.01",20,"5,623","5,643",354
6037407002,"Los Angeles County, Census Tract 4070.02",24,"3,566","3,590",669
6037407101,"Los Angeles County, Census Tract 4071.01",29,"4,645","4,674",620
6037407102,"Los Angeles County, Census Tract 4071.02",30,"5,336","5,366",559
6037407201,"Los Angeles County, Census Tract 4072.01",10,"3,251","3,261",307
6037407202,"Los Angeles County, Census Tract 4072.02",33,"3,612","3,645",905
6037407301,"Los Angeles County, Census Tract 4073.01",18,"4,593","4,611",390
6037407302,"Los Angeles County, Census Tract 4073.02",15,"3,275","3,290",456
6037407400,"Los Angeles County, Census Tract 4074",4,"2,126","2,130",188
6037407501,"Los Angeles County, Census Tract 4075.01",14,"4,445","4,459",314
6037407502,"Los Angeles County, Census Tract 4075.02",15,"4,052","4,067",369
6037407601,"Los Angeles County, Census Tract 4076.01",24,"4,288","4,312",557
6037407602,"Los Angeles County, Census Tract 4076.02",11,"3,732","3,743",294
6037407701,"Los Angeles County, Census Tract 4077.01",35,"4,956","4,991",701
6037407702,"Los Angeles County, Census Tract 4077.02",35,"6,249","6,284",557
6037407801,"Los Angeles County, Census Tract 4078.01",18,"4,789","4,807",374
6037407802,"Los Angeles County, Census Tract 4078.02",11,"3,336","3,347",329
6037407901,"Los Angeles County, Census Tract 4079.01",15,"4,339","4,354",345
6037407902,"Los Angeles County, Census Tract 4079.02",5,"1,922","1,927",259
6037408003,"Los Angeles County, Census Tract 4080.03",15,"4,768","4,783",314
6037408004,"Los Angeles County, Census Tract 4080.04",6,"2,544","2,550",235
6037408005,"Los Angeles County, Census Tract 4080.05",18,"5,269","5,287",340
6037408006,"Los Angeles County, Census Tract 4080.06",17,"3,750","3,767",451
6037408133,"Los Angeles County, Census Tract 4081.33",20,"5,598","5,618",356
6037408134,"Los Angeles County, Census Tract 4081.34",12,"2,640","2,652",452
6037408135,"Los Angeles County, Census Tract 4081.35",12,"3,899","3,911",307
6037408136,"Los Angeles County, Census Tract 4081.36",15,"3,832","3,847",390
6037408137,"Los Angeles County, Census Tract 4081.37",12,"4,493","4,505",266
6037408138,"Los Angeles County, Census Tract 4081.38",26,"6,131","6,157",422
6037408139,"Los Angeles County, Census Tract 4081.39",22,"4,290","4,312",510
6037408140,"Los Angeles County, Census Tract 4081.4",20,"3,775","3,795",527
6037408141,"Los Angeles County, Census Tract 4081.41",25,"5,180","5,205",480
6037408212,"Los Angeles County, Census Tract 4082.12",15,"4,519","4,534",331
6037408213,"Los Angeles County, Census Tract 4082.13",23,"5,875","5,898",390
6037408301,"Los Angeles County, Census Tract 4083.01",27,"6,101","6,128",441
6037408302,"Los Angeles County, Census Tract 4083.02",16,"4,071","4,087",391
6037408303,"Los Angeles County, Census Tract 4083.03",12,"4,383","4,395",273
6037408401,"Los Angeles County, Census Tract 4084.01",21,"4,377","4,398",477
6037408402,"Los Angeles County, Census Tract 4084.02",12,"6,070","6,082",197
6037408503,"Los Angeles County, Census Tract 4085.03",14,"6,329","6,343",221
6037408504,"Los Angeles County, Census Tract 4085.04",21,"5,336","5,357",392
6037408505,"Los Angeles County, Census Tract 4085.05",4,"2,711","2,715",147
6037408623,"Los Angeles County, Census Tract 4086.23",6,"3,065","3,071",195
6037408624,"Los Angeles County, Census Tract 4086.24",4,"3,167","3,171",126
6037408625,"Los Angeles County, Census Tract 4086.25",6,"4,336","4,342",138
6037408626,"Los Angeles County, Census Tract 4086.26",5,"4,356","4,361",115
6037408627,"Los Angeles County, Census Tract 4086.27",9,"2,818","2,827",318
6037408628,"Los Angeles County, Census Tract 4086.28",9,"5,146","5,155",175
6037408629,"Los Angeles County, Census Tract 4086.29",6,"3,005","3,011",199
6037408631,"Los Angeles County, Census Tract 4086.31",16,"5,023","5,039",318
6037408703,"Los Angeles County, Census Tract 4087.03",15,"6,069","6,084",247
6037408705,"Los Angeles County, Census Tract 4087.05",14,"5,355","5,369",261
6037408707,"Los Angeles County, Census Tract 4087.07",13,"6,542","6,555",198
6037408722,"Los Angeles County, Census Tract 4087.22",8,"4,385","4,393",182
6037408724,"Los Angeles County, Census Tract 4087.24",17,"5,486","5,503",309
6037408725,"Los Angeles County, Census Tract 4087.25",17,"5,940","5,957",285
6037408800,"Los Angeles County, Census Tract 4088",47,"4,795","4,842",971
6037408900,"Los Angeles County, Census Tract 4089",18,"5,821","5,839",308
6037409000,"Los Angeles County, Census Tract 4090",36,"7,033","7,069",509
6037409100,"Los Angeles County, Census Tract 4091",16,"5,239","5,255",304
6037430003,"Los Angeles County, Census Tract 4300.03",6,"4,553","4,559",132
6037430004,"Los Angeles County, Census Tract 4300.04",14,"3,692","3,706",378
6037430005,"Los Angeles County, Census Tract 4300.05",17,"3,835","3,852",441
6037430101,"Los Angeles County, Census Tract 4301.01",9,"5,011","5,020",179
6037430102,"Los Angeles County, Census Tract 4301.02",25,"4,636","4,661",536
6037430200,"Los Angeles County, Census Tract 4302",5,"1,264","1,269",394
6037430301,"Los Angeles County, Census Tract 4303.01",8,"4,406","4,414",181
6037430302,"Los Angeles County, Census Tract 4303.02",19,"5,831","5,850",325
6037430400,"Los Angeles County, Census Tract 4304",7,"4,393","4,400",159
6037430501,"Los Angeles County, Census Tract 4305.01",10,"4,154","4,164",240
6037430502,"Los Angeles County, Census Tract 4305.02",24,"7,114","7,138",336
6037430600,"Los Angeles County, Census Tract 4306",8,"4,435","4,443",180
6037430701,"Los Angeles County, Census Tract 4307.01",8,"5,045","5,053",158
6037430721,"Los Angeles County, Census Tract 4307.21",11,"3,536","3,547",310
6037430723,"Los Angeles County, Census Tract 4307.23",6,"4,643","4,649",129
6037430724,"Los Angeles County, Census Tract 4307.24",5,"5,252","5,257",95
6037430801,"Los Angeles County, Census Tract 4308.01",9,"6,778","6,787",133
6037430802,"Los Angeles County, Census Tract 4308.02",11,"4,248","4,259",258
6037430803,"Los Angeles County, Census Tract 4308.03",12,"5,363","5,375",223
6037430901,"Los Angeles County, Census Tract 4309.01",12,"4,459","4,471",268
6037430902,"Los Angeles County, Census Tract 4309.02",16,"5,175","5,191",308
6037431002,"Los Angeles County, Census Tract 4310.02",5,"3,246","3,251",154
6037431003,"Los Angeles County, Census Tract 4310.03",10,"3,831","3,841",260
6037431004,"Los Angeles County, Census Tract 4310.04",11,"3,414","3,425",321
6037431100,"Los Angeles County, Census Tract 4311",34,"7,140","7,174",474
6037431200,"Los Angeles County, Census Tract 4312",38,"6,202","6,240",609
6037431300,"Los Angeles County, Census Tract 4313",4,"2,611","2,615",153
6037431400,"Los Angeles County, Census Tract 4314",14,"3,898","3,912",358
6037431501,"Los Angeles County, Census Tract 4315.01",16,"4,281","4,297",372
6037431502,"Los Angeles County, Census Tract 4315.02",11,"4,243","4,254",259
6037431600,"Los Angeles County, Census Tract 4316",6,"4,173","4,179",144
6037431701,"Los Angeles County, Census Tract 4317.01",11,"6,763","6,774",162
6037431800,"Los Angeles County, Census Tract 4318",17,"5,246","5,263",323
6037431900,"Los Angeles County, Census Tract 4319",9,"3,652","3,661",246
6037432001,"Los Angeles County, Census Tract 4320.01",7,"2,627","2,634",266
6037432002,"Los Angeles County, Census Tract 4320.02",13,"5,358","5,371",242
6037432101,"Los Angeles County, Census Tract 4321.01",5,"4,113","4,118",121
6037432102,"Los Angeles County, Census Tract 4321.02",10,"5,976","5,986",167
6037432201,"Los Angeles County, Census Tract 4322.01",13,"4,235","4,248",306
6037432202,"Los Angeles County, Census Tract 4322.02",11,"4,212","4,223",260
6037432300,"Los Angeles County, Census Tract 4323",10,"3,873","3,883",258
6037432401,"Los Angeles County, Census Tract 4324.01",10,"3,544","3,554",281
6037432402,"Los Angeles County, Census Tract 4324.02",22,"6,040","6,062",363
6037432501,"Los Angeles County, Census Tract 4325.01",18,"4,746","4,764",378
6037432502,"Los Angeles County, Census Tract 4325.02",17,"3,431","3,448",493
6037432601,"Los Angeles County, Census Tract 4326.01",24,"6,374","6,398",375
6037432602,"Los Angeles County, Census Tract 4326.02",7,"4,504","4,511",155
6037432700,"Los Angeles County, Census Tract 4327",26,"5,363","5,389",482
6037432801,"Los Angeles County, Census Tract 4328.01",14,"2,620","2,634",532
6037432802,"Los Angeles County, Census Tract 4328.02",32,"5,540","5,572",574
6037432901,"Los Angeles County, Census Tract 4329.01",12,"4,202","4,214",285
6037432902,"Los Angeles County, Census Tract 4329.02",7,"3,358","3,365",208
6037433103,"Los Angeles County, Census Tract 4331.03",24,"6,692","6,716",357
6037433200,"Los Angeles County, Census Tract 4332",35,"6,088","6,123",572
6037433302,"Los Angeles County, Census Tract 4333.02",7,"1,701","1,708",410
6037433304,"Los Angeles County, Census Tract 4333.04",12,"4,595","4,607",260
6037433305,"Los Angeles County, Census Tract 4333.05",27,"4,622","4,649",581
6037433306,"Los Angeles County, Census Tract 4333.06",10,"3,111","3,121",320
6037433307,"Los Angeles County, Census Tract 4333.07",17,"3,220","3,237",525
6037433402,"Los Angeles County, Census Tract 4334.02",16,"4,184","4,200",381
6037433403,"Los Angeles County, Census Tract 4334.03",23,"4,783","4,806",479
6037433505,"Los Angeles County, Census Tract 4335.05",26,"4,486","4,512",576
6037433506,"Los Angeles County, Census Tract 4335.06",22,"3,971","3,993",551
6037433601,"Los Angeles County, Census Tract 4336.01",6,"4,586","4,592",131
6037433602,"Los Angeles County, Census Tract 4336.02",7,"2,858","2,865",244
6037433803,"Los Angeles County, Census Tract 4338.03",9,"3,037","3,046",295
6037433804,"Los Angeles County, Census Tract 4338.04",17,"4,497","4,514",377
6037433901,"Los Angeles County, Census Tract 4339.01",16,"5,097","5,113",313
6037433903,"Los Angeles County, Census Tract 4339.03",25,"5,619","5,644",443
6037434001,"Los Angeles County, Census Tract 4340.01",18,"4,715","4,733",380
6037434003,"Los Angeles County, Census Tract 4340.03",15,"4,093","4,108",365
6037434004,"Los Angeles County, Census Tract 4340.04",18,"2,746","2,764",651
6037434100,"Los Angeles County, Census Tract 4341",23,"6,509","6,532",352
6037460001,"Los Angeles County, Census Tract 4600.01",4,"1,609","1,613",248
6037460002,"Los Angeles County, Census Tract 4600.02",4,"3,283","3,287",122
6037460101,"Los Angeles County, Census Tract 4601.01",18,"5,846","5,864",307
6037460200,"Los Angeles County, Census Tract 4602",16,"5,561","5,577",287
6037460301,"Los Angeles County, Census Tract 4603.01",17,"4,733","4,750",358
6037460302,"Los Angeles County, Census Tract 4603.02",31,"4,273","4,304",720
6037460401,"Los Angeles County, Census Tract 4604.01",2,"1,063","1,065",188
6037460501,"Los Angeles County, Census Tract 4605.01",5,"5,555","5,560",90
6037460502,"Los Angeles County, Census Tract 4605.02",5,"4,495","4,500",111
6037460601,"Los Angeles County, Census Tract 4606.01",5,"5,488","5,493",91
6037460700,"Los Angeles County, Census Tract 4607",14,"5,035","5,049",277
6037460800,"Los Angeles County, Census Tract 4608",12,"3,219","3,231",371
6037460900,"Los Angeles County, Census Tract 4609",47,"6,893","6,940",677
6037461000,"Los Angeles County, Census Tract 4610",34,"5,817","5,851",581
6037461100,"Los Angeles County, Census Tract 4611",22,"4,894","4,916",448
6037461200,"Los Angeles County, Census Tract 4612",8,"4,555","4,563",175
6037461300,"Los Angeles County, Census Tract 4613",19,"6,533","6,552",290
6037461400,"Los Angeles County, Census Tract 4614",6,"2,939","2,945",204
6037461501,"Los Angeles County, Census Tract 4615.01",14,"3,508","3,522",398
6037461502,"Los Angeles County, Census Tract 4615.02",43,"5,748","5,791",743
6037461600,"Los Angeles County, Census Tract 4616",43,"5,435","5,478",785
6037461700,"Los Angeles County, Census Tract 4617",5,"1,492","1,497",334
6037461901,"Los Angeles County, Census Tract 4619.01",30,"4,609","4,639",647
6037461902,"Los Angeles County, Census Tract 4619.02",10,"2,142","2,152",465
6037462001,"Los Angeles County, Census Tract 4620.01",31,"3,501","3,532",878
6037462002,"Los Angeles County, Census Tract 4620.02",23,"3,801","3,824",601
6037462100,"Los Angeles County, Census Tract 4621",27,"4,877","4,904",551
6037462201,"Los Angeles County, Census Tract 4622.01",13,"3,711","3,724",349
6037462202,"Los Angeles County, Census Tract 4622.02",10,"3,348","3,358",298
6037462301,"Los Angeles County, Census Tract 4623.01",15,"4,407","4,422",339
6037462302,"Los Angeles County, Census Tract 4623.02",7,"3,314","3,321",211
6037462400,"Los Angeles County, Census Tract 4624",13,"4,040","4,053",321
6037462500,"Los Angeles County, Census Tract 4625",17,"6,157","6,174",275
6037462600,"Los Angeles County, Census Tract 4626",5,"2,293","2,298",218
6037462700,"Los Angeles County, Census Tract 4627",22,"5,727","5,749",383
6037462800,"Los Angeles County, Census Tract 4628",11,"2,939","2,950",373
6037462900,"Los Angeles County, Census Tract 4629",20,"3,775","3,795",527
6037463000,"Los Angeles County, Census Tract 4630",8,"2,706","2,714",295
6037463103,"Los Angeles County, Census Tract 4631.03",16,"6,074","6,090",263
6037463200,"Los Angeles County, Census Tract 4632",15,"3,478","3,493",429
6037463300,"Los Angeles County, Census Tract 4633",6,"2,101","2,107",285
6037463400,"Los Angeles County, Census Tract 4634",17,"5,918","5,935",286
6037463500,"Los Angeles County, Census Tract 4635",14,"5,523","5,537",253
6037463601,"Los Angeles County, Census Tract 4636.01",13,"6,231","6,244",208
6037463602,"Los Angeles County, Census Tract 4636.02",14,"5,728","5,742",244
6037463700,"Los Angeles County, Census Tract 4637",14,"3,912","3,926",357
6037463800,"Los Angeles County, Census Tract 4638",8,"3,953","3,961",202
6037463900,"Los Angeles County, Census Tract 4639",12,"3,418","3,430",350
6037464000,"Los Angeles County, Census Tract 4640",13,"5,832","5,845",222
6037464101,"Los Angeles County, Census Tract 4641.01",3,"2,770","2,773",108
6037464102,"Los Angeles County, Census Tract 4641.02",7,"3,989","3,996",175
6037464200,"Los Angeles County, Census Tract 4642",12,"5,747","5,759",208
6037480002,"Los Angeles County, Census Tract 4800.02",10,"3,416","3,426",292
6037480011,"Los Angeles County, Census Tract 4800.11",12,"5,238","5,250",229
6037480012,"Los Angeles County, Census Tract 4800.12",17,"4,917","4,934",345
6037480101,"Los Angeles County, Census Tract 4801.01",9,"4,107","4,116",219
6037480102,"Los Angeles County, Census Tract 4801.02",11,"4,325","4,336",254
6037480201,"Los Angeles County, Census Tract 4802.01",8,"3,923","3,931",204
6037480202,"Los Angeles County, Census Tract 4802.02",7,"2,518","2,525",277
6037480302,"Los Angeles County, Census Tract 4803.02",10,"4,380","4,390",228
6037480303,"Los Angeles County, Census Tract 4803.03",10,"3,806","3,816",262
6037480304,"Los Angeles County, Census Tract 4803.04",11,"4,263","4,274",257
6037480400,"Los Angeles County, Census Tract 4804",12,"5,698","5,710",210
6037480500,"Los Angeles County, Census Tract 4805",22,"5,543","5,565",395
6037480601,"Los Angeles County, Census Tract 4806.01",7,"4,241","4,248",165
6037480602,"Los Angeles County, Census Tract 4806.02",10,"4,183","4,193",238
6037480702,"Los Angeles County, Census Tract 4807.02",12,"4,723","4,735",253
6037480703,"Los Angeles County, Census Tract 4807.03",11,"3,410","3,421",322
6037480704,"Los Angeles County, Census Tract 4807.04",16,"4,843","4,859",329
6037480802,"Los Angeles County, Census Tract 4808.02",13,"3,079","3,092",420
6037480803,"Los Angeles County, Census Tract 4808.03",12,"3,418","3,430",350
6037480804,"Los Angeles County, Census Tract 4808.04",19,"4,866","4,885",389
6037480901,"Los Angeles County, Census Tract 4809.01",12,"4,611","4,623",260
6037480902,"Los Angeles County, Census Tract 4809.02",16,"4,024","4,040",396
6037480903,"Los Angeles County, Census Tract 4809.03",7,"3,023","3,030",231
6037481001,"Los Angeles County, Census Tract 4810.01",18,"4,271","4,289",420
6037481002,"Los Angeles County, Census Tract 4810.02",16,"5,878","5,894",271
6037481101,"Los Angeles County, Census Tract 4811.01",11,"4,100","4,111",268
6037481102,"Los Angeles County, Census Tract 4811.02",7,"4,083","4,090",171
6037481103,"Los Angeles County, Census Tract 4811.03",23,"5,340","5,363",429
6037481201,"Los Angeles County, Census Tract 4812.01",20,"3,786","3,806",525
6037481203,"Los Angeles County, Census Tract 4812.03",17,"6,375","6,392",266
6037481300,"Los Angeles County, Census Tract 4813",11,"2,938","2,949",373
6037481401,"Los Angeles County, Census Tract 4814.01",13,"5,725","5,738",227
6037481403,"Los Angeles County, Census Tract 4814.03",7,"2,933","2,940",238
6037481404,"Los Angeles County, Census Tract 4814.04",13,"3,934","3,947",329
6037481500,"Los Angeles County, Census Tract 4815",17,"4,344","4,361",390
6037481603,"Los Angeles County, Census Tract 4816.03",4,"3,737","3,741",107
6037481604,"Los Angeles County, Census Tract 4816.04",7,"3,863","3,870",181
6037481605,"Los Angeles County, Census Tract 4816.05",9,"3,178","3,187",282
6037481606,"Los Angeles County, Census Tract 4816.06",14,"4,824","4,838",289
6037481711,"Los Angeles County, Census Tract 4817.11",15,"4,606","4,621",325
6037481712,"Los Angeles County, Census Tract 4817.12",10,"5,076","5,086",197
6037481713,"Los Angeles County, Census Tract 4817.13",5,"2,731","2,736",183
6037481714,"Los Angeles County, Census Tract 4817.14",3,"2,485","2,488",121
6037481800,"Los Angeles County, Census Tract 4818",4,"2,587","2,591",154
6037481901,"Los Angeles County, Census Tract 4819.01",21,"5,721","5,742",366
6037481902,"Los Angeles County, Census Tract 4819.02",8,"3,297","3,305",242
6037482001,"Los Angeles County, Census Tract 4820.01",5,"2,719","2,724",184
6037482002,"Los Angeles County, Census Tract 4820.02",19,"7,194","7,213",263
6037482101,"Los Angeles County, Census Tract 4821.01",18,"4,771","4,789",376
6037482102,"Los Angeles County, Census Tract 4821.02",9,"2,846","2,855",315
6037482201,"Los Angeles County, Census Tract 4822.01",7,"3,808","3,808",184
6037482202,"Los Angeles County, Census Tract 4822.02",16,"5,184","5,200",308
6037482301,"Los Angeles County, Census Tract 4823.01",18,"4,989","5,007",360
6037482303,"Los Angeles County, Census Tract 4823.03",18,"5,482","5,500",327
6037482304,"Los Angeles County, Census Tract 4823.04",12,"3,409","3,421",351
6037482401,"Los Angeles County, Census Tract 4824.01",7,"3,535","3,542",198
6037482403,"Los Angeles County, Census Tract 4824.03",10,"3,310","3,320",301
6037482404,"Los Angeles County, Census Tract 4824.04",9,"2,901","2,910",309
6037482502,"Los Angeles County, Census Tract 4825.02",19,"3,213","3,232",588
6037482503,"Los Angeles County, Census Tract 4825.03",13,"3,957","3,970",327
6037482521,"Los Angeles County, Census Tract 4825.21",27,"5,577","5,604",482
6037482522,"Los Angeles County, Census Tract 4825.22",10,"4,455","4,465",224
6037482600,"Los Angeles County, Census Tract 4826",19,"7,182","7,201",264
6037482701,"Los Angeles County, Census Tract 4827.01",16,"4,096","4,112",389
6037482702,"Los Angeles County, Census Tract 4827.02",10,"2,404","2,414",414
6037482801,"Los Angeles County, Census Tract 4828.01",8,"4,193","4,201",190
6037500100,"Los Angeles County, Census Tract 5001",18,"3,729","3,747",480
6037500202,"Los Angeles County, Census Tract 5002.02",13,"4,982","4,995",260
6037500203,"Los Angeles County, Census Tract 5002.03",9,"4,188","4,197",214
6037500204,"Los Angeles County, Census Tract 5002.04",8,"2,343","2,351",340
6037500300,"Los Angeles County, Census Tract 5003",8,"3,024","3,032",264
6037500402,"Los Angeles County, Census Tract 5004.02",20,"4,566","4,586",436
6037500403,"Los Angeles County, Census Tract 5004.03",13,"4,025","4,038",322
6037500404,"Los Angeles County, Census Tract 5004.04",14,"4,767","4,781",293
6037500500,"Los Angeles County, Census Tract 5005",13,"2,954","2,967",438
6037500600,"Los Angeles County, Census Tract 5006",25,"5,438","5,463",458
6037500700,"Los Angeles County, Census Tract 5007",26,"6,582","6,608",393
6037500800,"Los Angeles County, Census Tract 5008",17,"5,333","5,350",318
6037500900,"Los Angeles County, Census Tract 5009",23,"5,602","5,625",409
6037501001,"Los Angeles County, Census Tract 5010.01",14,"3,023","3,037",461
6037501002,"Los Angeles County, Census Tract 5010.02",21,"4,882","4,903",428
6037501200,"Los Angeles County, Census Tract 5012",25,"5,114","5,139",486
6037501301,"Los Angeles County, Census Tract 5013.01",15,"3,020","3,035",494
6037501302,"Los Angeles County, Census Tract 5013.02",18,"4,476","4,494",401
6037501400,"Los Angeles County, Census Tract 5014",17,"3,826","3,843",442
6037501501,"Los Angeles County, Census Tract 5015.01",3,"2,411","2,414",124
6037501503,"Los Angeles County, Census Tract 5015.03",15,"5,215","5,230",287
6037501504,"Los Angeles County, Census Tract 5015.04",18,"3,580","3,598",500
6037501600,"Los Angeles County, Census Tract 5016",24,"6,863","6,887",348
6037501700,"Los Angeles County, Census Tract 5017",7,"4,114","4,121",170
6037501802,"Los Angeles County, Census Tract 5018.02",8,"3,438","3,446",232
6037501803,"Los Angeles County, Census Tract 5018.03",26,"4,687","4,713",552
6037501804,"Los Angeles County, Census Tract 5018.04",9,"2,247","2,256",399
6037501900,"Los Angeles County, Census Tract 5019",17,"4,336","4,353",391
6037502003,"Los Angeles County, Census Tract 5020.03",8,"2,745","2,753",291
6037502004,"Los Angeles County, Census Tract 5020.04",12,"4,088","4,100",293
