"PS code, 2020",California Census tracts ,"Number of people in state prison from each Census tract, 2020","Census population, 2020","Total population, 2020","Imprisonment rate per 100,000"
6037502005,"Los Angeles County, Census Tract 5020.05",15,"4,382","4,397",341
6037502100,"Los Angeles County, Census Tract 5021",16,"5,079","5,095",314
6037502200,"Los Angeles County, Census Tract 5022",26,"6,477","6,503",400
6037502303,"Los Angeles County, Census Tract 5023.03",49,"8,396","8,445",580
6037502401,"Los Angeles County, Census Tract 5024.01",22,"4,772","4,794",459
6037502402,"Los Angeles County, Census Tract 5024.02",21,"3,789","3,810",551
6037502500,"Los Angeles County, Census Tract 5025",16,"4,124","4,140",386
6037502602,"Los Angeles County, Census Tract 5026.02",16,"4,377","4,393",364
6037502603,"Los Angeles County, Census Tract 5026.03",14,"3,407","3,421",409
6037502604,"Los Angeles County, Census Tract 5026.04",12,"3,662","3,674",327
6037502700,"Los Angeles County, Census Tract 5027",30,"7,682","7,712",389
6037502801,"Los Angeles County, Census Tract 5028.01",20,"6,347","6,367",314
6037502901,"Los Angeles County, Census Tract 5029.01",14,"5,449","5,463",256
6037503000,"Los Angeles County, Census Tract 5030",23,"5,675","5,698",404
6037503103,"Los Angeles County, Census Tract 5031.03",22,"4,774","4,796",459
6037503104,"Los Angeles County, Census Tract 5031.04",12,"2,561","2,573",466
6037503105,"Los Angeles County, Census Tract 5031.05",15,"3,618","3,633",413
6037503106,"Los Angeles County, Census Tract 5031.06",15,"3,822","3,837",391
6037503201,"Los Angeles County, Census Tract 5032.01",9,"4,002","4,011",224
6037503202,"Los Angeles County, Census Tract 5032.02",15,"4,350","4,365",344
6037503301,"Los Angeles County, Census Tract 5033.01",10,"3,488","3,498",286
6037503302,"Los Angeles County, Census Tract 5033.02",25,"6,295","6,320",396
6037503401,"Los Angeles County, Census Tract 5034.01",19,"7,036","7,055",269
6037503402,"Los Angeles County, Census Tract 5034.02",11,"4,631","4,642",237
6037503501,"Los Angeles County, Census Tract 5035.01",21,"6,485","6,506",323
6037503502,"Los Angeles County, Census Tract 5035.02",7,"4,297","4,304",163
6037503601,"Los Angeles County, Census Tract 5036.01",14,"4,189","4,203",333
6037503602,"Los Angeles County, Census Tract 5036.02",7,"3,838","3,845",182
6037503701,"Los Angeles County, Census Tract 5037.01",13,"4,941","4,954",262
6037503702,"Los Angeles County, Census Tract 5037.02",15,"5,453","5,468",274
6037503704,"Los Angeles County, Census Tract 5037.04",4,"4,598","4,602",87
6037503705,"Los Angeles County, Census Tract 5037.05",4,"3,222","3,226",124
6037503801,"Los Angeles County, Census Tract 5038.01",6,"4,085","4,091",147
6037503802,"Los Angeles County, Census Tract 5038.02",11,"5,139","5,150",214
6037503901,"Los Angeles County, Census Tract 5039.01",10,"2,799","2,809",356
6037503902,"Los Angeles County, Census Tract 5039.02",12,"4,663","4,675",257
6037504001,"Los Angeles County, Census Tract 5040.01",13,"5,053","5,066",257
6037504002,"Los Angeles County, Census Tract 5040.02",9,"5,327","5,336",169
6037504101,"Los Angeles County, Census Tract 5041.01",25,"5,095","5,120",488
6037504200,"Los Angeles County, Census Tract 5042",25,"7,528","7,511",333
6037530005,"Los Angeles County, Census Tract 5300.05",11,"4,191","4,202",262
6037530006,"Los Angeles County, Census Tract 5300.06",11,"4,295","4,306",255
6037530007,"Los Angeles County, Census Tract 5300.07",20,"6,651","6,671",300
6037530101,"Los Angeles County, Census Tract 5301.01",31,"5,333","5,364",578
6037530102,"Los Angeles County, Census Tract 5301.02",14,"4,994","5,008",280
6037530202,"Los Angeles County, Census Tract 5302.02",27,"4,056","4,083",661
6037530203,"Los Angeles County, Census Tract 5302.03",15,"3,357","3,372",445
6037530204,"Los Angeles County, Census Tract 5302.04",11,"3,528","3,539",311
6037530301,"Los Angeles County, Census Tract 5303.01",12,"2,308","2,320",517
6037530302,"Los Angeles County, Census Tract 5303.02",20,"6,375","6,395",313
6037530400,"Los Angeles County, Census Tract 5304",14,"4,066","4,080",343
6037530500,"Los Angeles County, Census Tract 5305",16,"4,270","4,286",373
6037530603,"Los Angeles County, Census Tract 5306.03",20,"4,440","4,460",448
6037530700,"Los Angeles County, Census Tract 5307",6,"2,175","2,176",276
6037530801,"Los Angeles County, Census Tract 5308.01",26,"5,511","5,537",470
6037530802,"Los Angeles County, Census Tract 5308.02",6,"3,240","3,246",185
6037530901,"Los Angeles County, Census Tract 5309.01",21,"3,674","3,695",568
6037530902,"Los Angeles County, Census Tract 5309.02",16,"3,820","3,836",417
6037531000,"Los Angeles County, Census Tract 5310",28,"5,109","5,137",545
6037531101,"Los Angeles County, Census Tract 5311.01",27,"4,589","4,616",585
6037531102,"Los Angeles County, Census Tract 5311.02",14,"3,233","3,247",431
6037531201,"Los Angeles County, Census Tract 5312.01",16,"4,855","4,871",328
6037531202,"Los Angeles County, Census Tract 5312.02",25,"4,518","4,543",550
6037531301,"Los Angeles County, Census Tract 5313.01",18,"5,365","5,383",334
6037531302,"Los Angeles County, Census Tract 5313.02",27,"6,411","6,438",419
6037531502,"Los Angeles County, Census Tract 5315.02",16,"3,279","3,295",486
6037531503,"Los Angeles County, Census Tract 5315.03",17,"2,985","3,002",566
6037531504,"Los Angeles County, Census Tract 5315.04",7,"4,033","4,040",173
6037531602,"Los Angeles County, Census Tract 5316.02",13,"4,134","4,147",313
6037531603,"Los Angeles County, Census Tract 5316.03",18,"3,285","3,303",545
6037531604,"Los Angeles County, Census Tract 5316.04",17,"3,453","3,470",490
6037531701,"Los Angeles County, Census Tract 5317.01",18,"5,498","5,516",326
6037531702,"Los Angeles County, Census Tract 5317.02",18,"4,564","4,582",393
6037531800,"Los Angeles County, Census Tract 5318",26,"4,740","4,766",546
6037531901,"Los Angeles County, Census Tract 5319.01",36,"6,228","6,264",575
6037531902,"Los Angeles County, Census Tract 5319.02",22,"3,953","3,975",553
6037532001,"Los Angeles County, Census Tract 5320.01",13,"3,296","3,309",393
6037532002,"Los Angeles County, Census Tract 5320.02",13,"3,254","3,267",398
6037532101,"Los Angeles County, Census Tract 5321.01",25,"6,686","6,711",373
6037532102,"Los Angeles County, Census Tract 5321.02",12,"3,835","3,847",312
6037532200,"Los Angeles County, Census Tract 5322",33,"6,599","6,632",498
6037532302,"Los Angeles County, Census Tract 5323.02",25,"4,452","4,477",558
6037532303,"Los Angeles County, Census Tract 5323.03",29,"4,364","4,393",660
6037532304,"Los Angeles County, Census Tract 5323.04",15,"3,660","3,675",408
6037532500,"Los Angeles County, Census Tract 5325",14,"3,838","3,852",363
6037532605,"Los Angeles County, Census Tract 5326.05",13,"3,812","3,825",340
6037532606,"Los Angeles County, Census Tract 5326.06",22,"4,125","4,147",531
6037532607,"Los Angeles County, Census Tract 5326.07",31,"5,694","5,725",541
6037532700,"Los Angeles County, Census Tract 5327",17,"2,878","2,895",587
6037532800,"Los Angeles County, Census Tract 5328",28,"4,204","4,232",662
6037532900,"Los Angeles County, Census Tract 5329",56,"6,358","6,414",873
6037533001,"Los Angeles County, Census Tract 5330.01",28,"4,439","4,467",627
6037533002,"Los Angeles County, Census Tract 5330.02",17,"2,370","2,387",712
6037533103,"Los Angeles County, Census Tract 5331.03",22,"3,233","3,255",676
6037533104,"Los Angeles County, Census Tract 5331.04",21,"3,923","3,944",532
6037533105,"Los Angeles County, Census Tract 5331.05",10,"2,423","2,433",411
6037533108,"Los Angeles County, Census Tract 5331.08",26,"5,133","5,149",505
6037533201,"Los Angeles County, Census Tract 5332.01",13,"2,602","2,615",497
6037533204,"Los Angeles County, Census Tract 5332.04",27,"4,143","4,170",647
6037533300,"Los Angeles County, Census Tract 5333",17,"3,172","3,189",533
6037533401,"Los Angeles County, Census Tract 5334.01",18,"4,677","4,695",383
6037533402,"Los Angeles County, Census Tract 5334.02",20,"3,902","3,922",510
6037533403,"Los Angeles County, Census Tract 5334.03",10,"2,778","2,788",359
6037533501,"Los Angeles County, Census Tract 5335.01",19,"2,958","2,977",638
6037533504,"Los Angeles County, Census Tract 5335.04",11,"3,848","3,859",285
6037533601,"Los Angeles County, Census Tract 5336.01",10,"4,414","4,424",226
6037533602,"Los Angeles County, Census Tract 5336.02",22,"5,024","5,046",436
6037533603,"Los Angeles County, Census Tract 5336.03",29,"6,106","6,135",473
6037533701,"Los Angeles County, Census Tract 5337.01",16,"3,207","3,223",496
6037533702,"Los Angeles County, Census Tract 5337.02",14,"3,380","3,394",412
6037533703,"Los Angeles County, Census Tract 5337.03",21,"4,022","4,043",519
6037533803,"Los Angeles County, Census Tract 5338.03",28,"6,152","6,180",453
6037533804,"Los Angeles County, Census Tract 5338.04",19,"4,331","4,350",437
6037533805,"Los Angeles County, Census Tract 5338.05",17,"3,493","3,510",484
6037533806,"Los Angeles County, Census Tract 5338.06",15,"3,941","3,956",379
6037533901,"Los Angeles County, Census Tract 5339.01",29,"5,864","5,893",492
6037533902,"Los Angeles County, Census Tract 5339.02",25,"3,840","3,865",647
6037534001,"Los Angeles County, Census Tract 5340.01",28,"5,132","5,160",543
6037534002,"Los Angeles County, Census Tract 5340.02",17,"4,130","4,147",410
6037534101,"Los Angeles County, Census Tract 5341.01",18,"2,100","2,118",850
6037534102,"Los Angeles County, Census Tract 5341.02",25,"5,742","5,767",434
6037534201,"Los Angeles County, Census Tract 5342.01",25,"4,232","4,257",587
6037534202,"Los Angeles County, Census Tract 5342.02",21,"5,373","5,394",389
6037534203,"Los Angeles County, Census Tract 5342.03",12,"3,088","3,100",387
6037534301,"Los Angeles County, Census Tract 5343.01",14,"4,423","4,437",316
6037534302,"Los Angeles County, Census Tract 5343.02",19,"3,662","3,681",516
6037534403,"Los Angeles County, Census Tract 5344.03",8,"2,874","2,882",278
6037534404,"Los Angeles County, Census Tract 5344.04",14,"3,555","3,569",392
6037534405,"Los Angeles County, Census Tract 5344.05",16,"4,059","4,075",393
6037534406,"Los Angeles County, Census Tract 5344.06",21,"4,238","4,259",493
6037534501,"Los Angeles County, Census Tract 5345.01",16,"5,077","5,093",314
6037534502,"Los Angeles County, Census Tract 5345.02",23,"4,074","4,097",561
6037534700,"Los Angeles County, Census Tract 5347",17,"4,108","4,125",412
6037534802,"Los Angeles County, Census Tract 5348.02",10,"2,759","2,769",361
6037534803,"Los Angeles County, Census Tract 5348.03",23,"4,629","4,652",494
6037534804,"Los Angeles County, Census Tract 5348.04",24,"3,718","3,742",641
6037534900,"Los Angeles County, Census Tract 5349",45,"6,241","6,286",716
6037535001,"Los Angeles County, Census Tract 5350.01",25,"4,152","4,177",599
6037535002,"Los Angeles County, Census Tract 5350.02",29,"3,318","3,347",866
6037535101,"Los Angeles County, Census Tract 5351.01",51,"7,329","7,380",691
6037535102,"Los Angeles County, Census Tract 5351.02",49,"4,557","4,606","1,064"
6037535200,"Los Angeles County, Census Tract 5352",40,"6,031","6,071",659
6037535300,"Los Angeles County, Census Tract 5353",50,"6,511","6,561",762
6037535400,"Los Angeles County, Census Tract 5354",38,"3,595","3,633","1,046"
6037535501,"Los Angeles County, Census Tract 5355.01",15,"3,711","3,726",403
6037535502,"Los Angeles County, Census Tract 5355.02",21,"4,740","4,761",441
6037535503,"Los Angeles County, Census Tract 5355.03",9,"2,370","2,379",378
6037535603,"Los Angeles County, Census Tract 5356.03",17,"4,111","4,128",412
6037535604,"Los Angeles County, Census Tract 5356.04",14,"4,213","4,227",331
6037535605,"Los Angeles County, Census Tract 5356.05",25,"4,042","4,067",615
6037535606,"Los Angeles County, Census Tract 5356.06",6,"1,833","1,839",326
6037535607,"Los Angeles County, Census Tract 5356.07",26,"4,521","4,547",572
6037535701,"Los Angeles County, Census Tract 5357.01",21,"6,001","6,022",349
6037535702,"Los Angeles County, Census Tract 5357.02",20,"5,429","5,449",367
6037535802,"Los Angeles County, Census Tract 5358.02",33,"6,481","6,514",507
6037535803,"Los Angeles County, Census Tract 5358.03",22,"4,242","4,264",516
6037535804,"Los Angeles County, Census Tract 5358.04",20,"5,209","5,229",382
6037535901,"Los Angeles County, Census Tract 5359.01",25,"5,682","5,707",438
6037535902,"Los Angeles County, Census Tract 5359.02",19,"6,236","6,255",304
6037536000,"Los Angeles County, Census Tract 5360",12,"3,471","3,483",345
6037536102,"Los Angeles County, Census Tract 5361.02",14,"3,343","3,357",417
6037536103,"Los Angeles County, Census Tract 5361.03",23,"5,438","5,461",421
6037536104,"Los Angeles County, Census Tract 5361.04",21,"4,127","4,148",506
6037536201,"Los Angeles County, Census Tract 5362.01",12,"3,583","3,595",334
6037536202,"Los Angeles County, Census Tract 5362.02",13,"3,949","3,962",328
6037540000,"Los Angeles County, Census Tract 5400",30,"6,678","6,708",447
6037540101,"Los Angeles County, Census Tract 5401.01",39,"6,281","6,320",617
6037540102,"Los Angeles County, Census Tract 5401.02",28,"6,833","6,861",408
6037540201,"Los Angeles County, Census Tract 5402.01",12,"2,113","2,125",565
6037540202,"Los Angeles County, Census Tract 5402.02",26,"6,497","6,523",399
6037540203,"Los Angeles County, Census Tract 5402.03",28,"5,135","5,163",542
6037540300,"Los Angeles County, Census Tract 5403",26,"4,997","5,023",518
6037540400,"Los Angeles County, Census Tract 5404",20,"2,224","2,244",891
6037540501,"Los Angeles County, Census Tract 5405.01",30,"6,411","6,441",466
6037540502,"Los Angeles County, Census Tract 5405.02",48,"6,131","6,179",777
6037540600,"Los Angeles County, Census Tract 5406",56,"4,440","4,496","1,246"
6037540700,"Los Angeles County, Census Tract 5407",30,"3,544","3,574",839
6037540800,"Los Angeles County, Census Tract 5408",66,"6,321","6,387","1,033"
6037540901,"Los Angeles County, Census Tract 5409.01",43,"5,324","5,367",801
6037540902,"Los Angeles County, Census Tract 5409.02",35,"4,918","4,953",707
6037541003,"Los Angeles County, Census Tract 5410.03",31,"4,863","4,894",633
6037541100,"Los Angeles County, Census Tract 5411",45,"3,370","3,415","1,318"
6037541200,"Los Angeles County, Census Tract 5412",68,"6,048","6,116","1,112"
6037541300,"Los Angeles County, Census Tract 5413",46,"6,166","6,212",741
6037541401,"Los Angeles County, Census Tract 5414.01",28,"3,848","3,876",722
6037541402,"Los Angeles County, Census Tract 5414.02",32,"3,801","3,833",835
6037541500,"Los Angeles County, Census Tract 5415",40,"5,675","5,715",700
6037541603,"Los Angeles County, Census Tract 5416.03",25,"2,748","2,773",902
6037541604,"Los Angeles County, Census Tract 5416.04",56,"5,993","6,049",926
6037541605,"Los Angeles County, Census Tract 5416.05",54,"5,132","5,186","1,041"
6037541606,"Los Angeles County, Census Tract 5416.06",23,"2,415","2,438",943
6037541700,"Los Angeles County, Census Tract 5417",40,"6,278","6,318",633
6037541801,"Los Angeles County, Census Tract 5418.01",22,"5,529","5,551",396
6037541802,"Los Angeles County, Census Tract 5418.02",32,"5,293","5,325",601
6037542000,"Los Angeles County, Census Tract 5420",50,"5,358","5,408",925
6037542103,"Los Angeles County, Census Tract 5421.03",22,"4,019","4,041",544
6037542104,"Los Angeles County, Census Tract 5421.04",21,"3,475","3,496",601
6037542105,"Los Angeles County, Census Tract 5421.05",41,"4,743","4,784",857
6037542106,"Los Angeles County, Census Tract 5421.06",34,"3,532","3,566",953
6037542200,"Los Angeles County, Census Tract 5422",60,"6,898","6,958",862
6037542401,"Los Angeles County, Census Tract 5424.01",59,"5,049","5,108","1,155"
6037542402,"Los Angeles County, Census Tract 5424.02",34,"3,127","3,161","1,076"
6037542501,"Los Angeles County, Census Tract 5425.01",62,"4,283","4,345","1,427"
6037542502,"Los Angeles County, Census Tract 5425.02",36,"4,310","4,346",828
6037542601,"Los Angeles County, Census Tract 5426.01",24,"2,810","2,834",847
6037542602,"Los Angeles County, Census Tract 5426.02",55,"5,608","5,663",971
6037542700,"Los Angeles County, Census Tract 5427",60,"5,684","5,744","1,045"
6037542800,"Los Angeles County, Census Tract 5428",42,"3,336","3,378","1,243"
6037542900,"Los Angeles County, Census Tract 5429",30,"3,184","3,214",933
6037543000,"Los Angeles County, Census Tract 5430",58,"4,684","4,742","1,223"
6037543100,"Los Angeles County, Census Tract 5431",63,"6,988","7,051",893
6037543201,"Los Angeles County, Census Tract 5432.01",34,"3,687","3,721",914
6037543203,"Los Angeles County, Census Tract 5432.03",39,"4,873","4,912",794
6037543304,"Los Angeles County, Census Tract 5433.04",39,"6,339","6,378",611
6037543305,"Los Angeles County, Census Tract 5433.05",13,"3,251","3,264",398
6037543306,"Los Angeles County, Census Tract 5433.06",24,"6,778","6,802",353
6037543321,"Los Angeles County, Census Tract 5433.21",25,"6,034","6,059",413
6037543322,"Los Angeles County, Census Tract 5433.22",41,"6,844","6,885",596
6037543400,"Los Angeles County, Census Tract 5434",26,"4,132","4,158",625
6037543501,"Los Angeles County, Census Tract 5435.01",26,"7,053","7,079",367
