Census Tract,PM2.5 Score,PM2.5 Weight,Pollution Burden Score,PB Weight,Education Score,Edu Weight,Poverty Score,Pov Weight,Unemployment Score,Unemp Weight,Housing Burden Score,HB Weight,Ling Iso Score,LI Weight,Incarceration Score,Incar Weight,Avg. Energy Burden (% income),Energy Burden Score,EB Weight,Cumulative Weighted Score (Ignore NaNs)
6037204910,9.028863186,,8.32,,9.828982898,,8.737601443,,6.24,,7.928964482,,9.307,,5.510616785,,3,2.857142857,,7.090183083
6037204920,9.018443264,,9.48,,9.739973997,,9.338743613,,6.153,,6.395197599,,8.155,,7.431749242,,3,2.857142857,,7.033833894
6037205110,9.02573721,,8.25,,9.939993999,,9.219517082,,4.435,,8.787393697,,9.338,,9.221435794,,2,1.428571429,,7.082370808
6037205120,9.040325102,,9.1,,9.914991499,,9.962929566,,2.111,,8.27813907,,8.962,,7.219413549,,3,2.857142857,,6.824248555
6037206010,9.622798791,,9.16,,9.623962396,,9.04718966,,7.253,,5.735867934,,8.789,,8.200202224,,2,1.428571429,,6.939856898
6037206020,9.434198187,,7.97,,8.404840484,,3.193066827,,0.115,,N/A,,2.953,,3.296258847,,1,0,,0
6037206031,9.117432531,,9.18,,1.478147815,,4.794108807,,1.439,,3.966983492,,5.979,,N/A,,1,0,,0
6037206032,9.250807544,,9.1,,9.437943794,,9.594229035,,4.184,,9.596798399,,9.89,,N/A,,2,1.428571429,,0
6037206050,9.157028238,,9.32,,9.269926993,,9.086263901,,8.458,,8.183091546,,8.923,,8.988877654,,2,1.428571429,,7.579123718
6037206051,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,9.373104146,,,N/A,,0
6037206052,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.775530839,,,N/A,,0
6037206053,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.03437816,,,N/A,,0
6037206054,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.553083923,,,N/A,,0
6037206200,9.357090758,,8.42,,5.850585059,,9.366796914,,8.039,,6.553276638,,9.782,,N/A,,1,0,,0
6037206201,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.315470172,,,N/A,,0
6037206202,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.550050556,,,N/A,,0
6037206300,9.144524331,,7.71,,7.384738474,,10,,9.997,,8.908454227,,5.001,,N/A,,5,5.714285714,,0
6037206301,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,9.625884732,,,N/A,,0
6037206302,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.113245703,,,N/A,,0
6037206303,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.553083923,,,N/A,,0
6037207101,9.439408148,,8.11,,7.384738474,,8.542230237,,8.808,,8.462231116,,9.671,,1.516683519,,1,0,,6.62232029
6037207102,9.439408148,,8.09,,9.050905091,,8.926961226,,9.059,,8.505252626,,9.832,,2.608695652,,2,1.428571429,,7.202563038
6037207103,9.439408148,,8.2,,9.336933693,,9.29365795,,9.572,,9.596798399,,9.949,,0.6673407482,,2,1.428571429,,7.410251946
6037207301,9.22163176,,8.75,,4.919491949,,6.522392546,,3.644,,7.258629315,,7.251,,N/A,,1,0,,0
6037207302,9.22163176,,8.61,,2.845284528,,6.779881775,,7.538,,8.349174587,,3.394,,N/A,,1,0,,0
6037207303,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.903943377,,,N/A,,0
6037207304,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.510616785,,,N/A,,0
6037207305,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,8.68554095,,,N/A,,0
6037207306,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.196157735,,,N/A,,0
6037207307,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.213346815,,,N/A,,0
6037207308,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,-0.1011122346,,,N/A,,0
6037207400,9.300823174,,9.72,,4.623462346,,6.038473099,,8.84,,N/A,,9.122,,3.761375126,,1,0,,0
6037207501,9.239345629,,8.28,,0.1770177018,,4.412383529,,7.253,,3.806903452,,4.6,,3.579373104,,1,0,,4.097405898
6037207502,9.22163176,,8.5,,6.610661066,,8.532211201,,3.644,,0.3371685843,,9.961,,5.753286148,,1,0,,4.73678503
6037207710,9.101802647,,8.57,,3.349334933,,4.651838493,,3.227,,3.806903452,,7.519,,N/A,,1,0,,0
6037207711,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.174924166,,,N/A,,0
6037207712,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.7583417594,,,N/A,,0
6037207900,9.061164947,,6.59,,1.524152415,,6.072537822,,4.578,,5.970985493,,6.519,,N/A,,1,0,,0
6037207901,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.13346815,,,N/A,,0
6037207902,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.820020222,,,N/A,,0
6037208000,9.234135667,,9.24,,8.231823182,,9.145376215,,8.675,,9.657828914,,8.479,,N/A,,1,0,,0
6037208001,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.579373104,,,N/A,,0
6037208002,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,8.230535895,,,N/A,,0
6037208301,9.09867667,,7.64,,9.847984798,,9.693417493,,4.699,,9.500750375,,9.953,,8.09908999,,1,0,,7.011312515
6037208302,9.09867667,,8.59,,9.241924192,,9.47099489,,7.669,,7.845922961,,9.426,,5.884732053,,2,1.428571429,,7.207037064
6037208401,9.09867667,,7.43,,9.453945395,,9.747520289,,6.153,,6.770385193,,9.926,,3.680485339,,2,1.428571429,,6.647681982
6037208402,9.09867667,,8.14,,8.292829283,,8.98607354,,5.619,,9.053526763,,8.855,,7.320525784,,2,1.428571429,,6.958785575
6037208501,8.967385641,,7.07,,7.251725173,,6.695721872,,6.451,,7.845922961,,9.077,,7.563195147,,1,0,,6.177009305
6037208502,8.940293842,,6.91,,9.305930593,,8.752629997,,6.342,,5.258629315,,9.261,,5.348837209,,2,1.428571429,,6.299778188
6037208610,8.914244035,,7.29,,8.087808781,,7.235747921,,9.219,,9.145572786,,9.641,,4.084934277,,2,1.428571429,,7.015078849
6037208620,8.914244035,,6.42,,6.203620362,,7.580402765,,8.808,,8.697348674,,9.539,,3.872598584,,1,0,,6.475078705
6037208710,8.940293842,,5.85,,4.123412341,,4.564672878,,4.309,,7.258629315,,9.139,,4.196157735,,1,0,,4.79803016
6037208720,8.940293842,,5.99,,9.180918092,,9.574190963,,7.897,,8.956478239,,9.708,,7.83619818,,2,1.428571429,,7.480803698
6037208801,8.940293842,,5.95,,8.636863686,,9.052199178,,0.321,,8.748374187,,9.888,,3.195146613,,2,1.428571429,,5.707889407
6037208802,8.940293842,,5.98,,7.208720872,,8.211602044,,8.675,,8.937468734,,9.582,,8.695652174,,2,1.428571429,,7.2816105
6037208902,8.995519433,,6.59,,10,,9.867748723,,7.167,,8.074037019,,9.957,,7.360970677,,1,0,,7.107663273
6037208903,8.940293842,,6.21,,9.949994999,,9.879771566,,6.998,,9.218609305,,9.97,,5.247724975,,2,1.428571429,,7.312549419
6037208904,8.995519433,,6.63,,9.9729973,,9.962929566,,5.389,,8.074037019,,9.991,,7.745197169,,2,1.428571429,,7.099010301
6037209102,9.124726477,,6.96,,9.343934393,,9.799619277,,5.938,,9.874937469,,9.92,,N/A,,1,0,,0
6037209103,9.124726477,,7.33,,9.9589959,,9.969942891,,7.474,,8.99949975,,9.882,,6.814964611,,2,1.428571429,,7.554095486
6037209104,9.124726477,,6.76,,9.646964696,,9.594229035,,6.153,,8.549274637,,9.794,,5.551061678,,2,1.428571429,,7.038235826
6037209105,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.742163802,,,N/A,,0
6037209106,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,5.591506572,,,N/A,,0
6037209200,9.124726477,,7.65,,5.02450245,,8.159503056,,2.523,,7.685842921,,6.998,,N/A,,1,0,,0
6037209201,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.3033367037,,,N/A,,0
6037209202,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,8.958543984,,,N/A,,0
6037209300,9.033031156,,7.31,,9.212921292,,9.541128143,,3.502,,8.549274637,,9.666,,6.400404449,,2,1.428571429,,6.637958362
6037209401,8.869438366,,6.24,,9.432943294,,9.861737301,,5.502,,8.445222611,,9.708,,2.659251769,,2,1.428571429,,6.663680195
6037209402,8.995519433,,6.41,,9.9949995,,9.938883879,,7.776,,9.676838419,,9.984,,8.311425683,,2,1.428571429,,7.788858451
6037209403,8.995519433,,6.63,,9.567956796,,9.730487927,,8.398,,9.691845923,,9.934,,6.643073812,,2,1.428571429,,7.698947791
6037209510,8.869438366,,6.3,,9.542954295,,9.686404168,,7.253,,9.505752876,,9.963,,3.640040445,,2,1.428571429,,7.209316696
6037209520,8.995519433,,6.93,,9.798979898,,9.835687807,,9.155,,9.753876938,,9.892,,4.782608696,,2,1.428571429,,7.732730528
6037209810,8.891320204,,6.51,,9.651965197,,9.893798217,,9.219,,9.218609305,,9.945,,1.941354904,,2,1.428571429,,7.403528145
6037209820,8.891320204,,6.92,,9.863986399,,9.568179541,,9.179,,9.843921961,,9.928,,8.584428716,,2,1.428571429,,8.013925253
6037210010,9.033031156,,7.37,,9.432943294,,9.375814047,,3.088,,9.388694347,,9.968,,7.654196158,,2,1.428571429,,6.825940885
6037211000,7.735750755,,6.34,,0.695069507,,2.772267308,,5.836,,3.806903452,,6.562,,0.111223458,,1,0,,3.34175415
6037211120,8.706887569,,6.41,,5.648564856,,7.62047891,,8.233,,8.526263132,,9.729,,N/A,,1,0,,0
6037211121,8.914244035,,7.33,,5.387538754,,7.192666066,,2.82,,8.307153577,,8.87,,2.800808898,,1,0,,5.199650255
6037211122,8.6756278,,7.28,,6.410641064,,8.860835588,,0.02,,8.27813907,,9.07,,7.178968655,,1,0,,5.441780986
6037211123,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.2022244692,,,N/A,,0
6037211124,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.19413549,,,N/A,,0
6037211201,8.555798687,,5.8,,8.871887189,,9.145376215,,2.686,,9.345672836,,9.17,,8.149646107,,2,1.428571429,,6.543039977
6037211202,8.555798687,,6.8,,8.246824682,,7.658551247,,1.584,,6.724362181,,9.563,,4.661274014,,2,1.428571429,,5.435732831
6037211310,8.415129728,,6,,9.361936194,,9.145376215,,2.375,,8.908454227,,9.862,,7.037411527,,2,1.428571429,,6.428135613
6037211320,8.6756278,,6.71,,8.141814181,,9.397855926,,6.998,,9.786893447,,9.812,,7.472194135,,2,1.428571429,,7.359229988
6037211410,8.154631656,,5.64,,7.04070407,,6.021440737,,6.153,,7.685842921,,9.836,,5.419615774,,1,0,,5.750383974
6037211420,8.154631656,,5.89,,7.069706971,,7.816852019,,0.489,,9.463731866,,9.418,,6.885743175,,1,0,,5.504088935
6037211500,7.661769303,,5.62,,5.697569757,,4.526600541,,5.126,,6.605302651,,8.855,,5.551061678,,1,0,,4.954933007
6037211701,8.054600396,,5.51,,2.330233023,,2.208195572,,6.748,,7.339669835,,8.189,,0.728008089,,1,0,,4.266827101
6037211703,8.054600396,,5.54,,6.410641064,,6.072537822,,1.318,,7.652826413,,9.553,,2.962588473,,1,0,,4.675983482
6037211704,8.054600396,,5.85,,5.313531353,,6.719767558,,7.253,,9.652826413,,9.771,,0.5864509606,,2,1.428571429,,6.082845896
6037211802,8.415129728,,6.62,,6.565656566,,8.218615369,,0.777,,9.770885443,,9.759,,3.235591507,,1,0,,5.413048966
6037211803,8.415129728,,5.95,,3.170317032,,5.296062519,,3.227,,8.445222611,,9.656,,2.861476239,,1,0,,4.773046994
6037211804,8.415129728,,5.84,,4.00740074,,7.52629997,,4.986,,9.563781891,,9.84,,4.762386249,,1,0,,5.844092953
6037211910,8.415129728,,6.42,,7.875787579,,7.754733995,,7.41,,8.103051526,,9.326,,2.588473205,,1,0,,6.16416196
6037211921,8.6756278,,6.26,,8.454845485,,9.425909228,,0,,9.776888444,,9.932,,1.87057634,,2,1.428571429,,5.771551038
6037211922,8.6756278,,6.61,,6.730673067,,7.204688909,,2.257,,7.809904952,,9.867,,6.137512639,,1,0,,5.432909234
6037212101,8.706887569,,6.38,,6.410641064,,7.33794209,,0.714,,7.509754877,,9.539,,4.984833165,,1,0,,4.996782316
6037212102,8.538084818,,6.27,,6.452645265,,9.658350867,,2.375,,9.500750375,,9.724,,0.8594539939,,2,1.428571429,,5.892133172
6037212202,8.869438366,,6.27,,9.222922292,,8.816751828,,8.769,,8.074037019,,9.612,,5.176946411,,1,0,,6.911786574
6037212203,8.706887569,,6.32,,9.761976198,,9.449954914,,6.563,,9.795897949,,9.973,,5.460060667,,2,1.428571429,,7.261122336
6037212204,8.706887569,,6.32,,9.180918092,,9.11632101,,4.309,,9.04052026,,9.87,,8.331648129,,2,1.428571429,,6.884527771
6037212303,8.706887569,,6.64,,8.647864786,,9.303676986,,6.913,,8.956478239,,9.846,,6.875631951,,1,0,,6.95047473
6037212304,8.538084818,,6.79,,8.621862186,,9.643322312,,8.706,,8.595297649,,9.662,,6.885743175,,2,1.428571429,,7.461549249
6037212305,8.538084818,,6.17,,9.01590159,,9.524095782,,8.322,,7.71985993,,9.903,,8.159757331,,2,1.428571429,,7.355793933
6037212306,8.538084818,,6.16,,7.759775978,,8.774671877,,7.167,,8.628314157,,9.968,,6.956521739,,1,0,,6.763695754
6037212410,8.538084818,,6.21,,7.787778778,,8.331830478,,6.342,,8.574287144,,9.82,,2.932254803,,1,0,,6.216546335
6037212420,8.538084818,,5.94,,7.907790779,,8.649433924,,4.986,,9.39869935,,9.823,,4.964610718,,2,1.428571429,,6.575882637
6037212501,8.455767427,,5.73,,7.522752275,,8.591323515,,3.771,,8.260130065,,9.451,,3.043478261,,1,0,,5.713371655
6037212502,8.455767427,,6.09,,6.897689769,,7.702635007,,1.318,,7.989994997,,9.468,,3.902932255,,1,0,,5.155532084
6037212610,8.455767427,,6.04,,5.697569757,,8.173529706,,3.088,,9.39869935,,9.759,,2.800808898,,1,0,,5.594316458
6037212620,8.455767427,,5.91,,6.631663166,,7.658551247,,3.088,,8.606303152,,9.74,,4.277047523,,2,1.428571429,,5.799120488
6037212701,8.253620923,,6.09,,6.646664666,,7.424105801,,4.06,,9.103551776,,9.679,,6.046511628,,2,1.428571429,,6.139632936
6037212702,8.112951964,,5.79,,3.478347835,,4.883278229,,5.126,,8.214107054,,7.959,,1.001011122,,1,0,,4.697074886
6037212800,7.949359175,,6.44,,6.110611061,,5.354172929,,5.126,,7.596798399,,8.155,,7.401415571,,2,1.428571429,,5.671244644
6037212900,8.182765448,,6.64,,7.574757476,,7.910029055,,3.644,,8.956478239,,9.51,,7.714863498,,2,1.428571429,,6.34505594
6037213100,8.388037929,,5.78,,7.00870087,,8.188558261,,2.375,,9.218609305,,9.82,,0.1213346815,,2,1.428571429,,5.564176675
6037213201,8.388037929,,5.99,,7.907790779,,9.62328424,,7.972,,9.189594797,,9.912,,5.813953488,,2,1.428571429,,7.264820765
6037213202,8.388037929,,5.94,,8.636863686,,9.073239154,,7.09,,7.596798399,,9.897,,3.923154702,,2,1.428571429,,6.66908385
6037213310,8.594352402,,6.14,,8.857885789,,8.111411682,,2.686,,7.989994997,,9.848,,3.346814965,,1,0,,5.600855782
6037213320,8.594352402,,6.19,,8.147814781,,8.879871756,,2.257,,7.904952476,,9.972,,7.957532861,,2,1.428571429,,6.203020716
6037213401,8.869438366,,5.84,,8.905890589,,9.093277227,,5.938,,9.740870435,,9.894,,4.651162791,,2,1.428571429,,6.934674839
6037213402,8.869438366,,6.17,,8.518851885,,9.068229636,,6.342,,8.307153577,,9.7,,3.811931244,,2,1.428571429,,6.663517084
6037214000,7.108471397,,6.37,,2.506250625,,1.641118124,,7.474,,5.735867934,,3.983,,2.588473205,,1,0,,3.850554176
6037214100,7.309575909,,6.14,,0.3870387039,,1.027953111,,1.959,,5.510755378,,0.181,,1.648129424,,1,0,,2.251894146
6037214400,7.108471397,,5.44,,0.899089909,,3.616872057,,7.833,,7.339669835,,0.564,,1.789686552,,1,0,,3.987920099
6037214501,6.71355632,,6.05,,1.135113511,,2.85041579,,5.836,,8.260130065,,6.686,,0.9605662285,,1,0,,4.136892261
6037214502,7.178284881,,6.15,,0.06200620062,,5.015529506,,6.998,,9.652826413,,5.386,,N/A,,1,0,,0
6037214503,7.178284881,,6.09,,0.9290929093,,3.080853622,,2.111,,8.549274637,,7.805,,1.769464105,,1,0,,3.770984968
6037214504,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.04044489383,,,N/A,,0
6037214505,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.458038423,,,N/A,,0
6037214600,6.694800458,,6.04,,1.202120212,,2.9916842,,4.578,,5.593796898,,3.697,,2.406471183,,1,0,,3.393161716
6037214700,6.695842451,,6.48,,2.137213721,,2.85041579,,5.252,,2.104052026,,3.203,,0.01011122346,,1,0,,2.770885308
6037214800,6.588517245,,6.55,,2.277227723,,2.458671476,,4.309,,3.223611806,,3.331,,1.971688574,,1,0,,2.911880907
6037214901,6.535375638,,6.33,,2.460246025,,3.065825068,,2.257,,8.183091546,,3.697,,N/A,,1,0,,0
6037214902,6.639574867,,6.59,,1.202120212,,1.974752029,,4.699,,7.633816908,,5.515,,0.3640040445,,1,0,,3.588717559
6037214903,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,3.094034378,,,N/A,,0
6037214904,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,2.537917088,,,N/A,,0
6037215101,6.71355632,,5.86,,0.04200420042,,3.215108707,,1.584,,7.296648324,,1.127,,2.386248736,,1,0,,2.908897961
6037215102,7.178284881,,6.16,,0.1770177018,,3.308285743,,2.82,,8.549274637,,1.726,,0.2325581395,,1,0,,3.259557774
6037216100,8.002500781,,6.27,,2.412241224,,1.311491834,,1.318,,1.736868434,,5.458,,3.640040445,,1,0,,2.354897017
6037216200,7.784724393,,6.93,,3.478347835,,5.076645627,,2.375,,5.024512256,,2.804,,N/A,,1,0,,0
6037216201,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,0.1011122346,,,N/A,,0
6037216202,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.937310415,,,N/A,,0
6037216300,7.060539752,,7.1,,1.311131113,,2.158100391,,3.644,,4.183091546,,5.052,,N/A,,1,0,,0
6037216301,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,8.533872599,,,N/A,,0
6037216302,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,1.122345804,,,N/A,,0
6037216401,6.616651037,,5.46,,1.255125513,,5.132752229,,4.986,,9.415707854,,6.816,,2.659251769,,1,0,,4.685448648
6037216402,6.622902991,,5.84,,2.506250625,,3.929465985,,0.047,,9.16158079,,7.31,,0.3741152679,,1,0,,3.606152139
6037216700,6.637490883,,6.93,,3.438343834,,4.883278229,,4.184,,8.628314157,,2.726,,4.004044489,,1,0,,4.411618354
6037216800,6.628112952,,5.97,,3.438343834,,3.68700531,,4.578,,6.553276638,,6.154,,3.579373104,,1,0,,4.128659524
6037216900,6.742732104,,7.51,,3.478347835,,2.377517283,,6.24,,5.925962981,,0.281,,N/A,,1,0,,0
6037216901,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,4.155712841,,,N/A,,0
6037216902,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.896865521,,,N/A,,0
6037217001,6.559341461,,4.67,,1.03110311,,4.343252179,,2.941,,8.151075538,,5.776,,1.941354904,,1,0,,3.808172787
6037217002,6.626028967,,6,,2.761276128,,5.217914037,,1.584,,7.71985993,,6.369,,1.688574317,,1,0,,3.892902188
6037217100,7.513806398,,7.41,,6.376637664,,5.72287346,,0.423,,5.874937469,,N/A,,N/A,,2,1.428571429,,0
6037217101,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,6.552072801,,,N/A,,0
6037217102,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,7.098078868,,,N/A,,0
6037217200,7.942065229,,7.45,,6.97869787,,5.72287346,,2.375,,6.605302651,,6.062,,7.462082912,,1,0,,4.835849782
6037218110,7.921225383,,6.62,,7.545754575,,8.38493137,,3.088,,9.04052026,,8.284,,9.100101112,,2,1.428571429,,6.341883529
6037218120,8.182765448,,6.66,,9.127912791,,9.112313395,,0.777,,8.748374187,,9.785,,8.584428716,,2,1.428571429,,6.25285833
6037218210,7.894133583,,6.87,,9.323932393,,8.40997896,,5.126,,9.893946973,,8.913,,8.564206269,,3,2.857142857,,7.219664123
6037218220,7.921225383,,6.08,,7.642764276,,7.607454163,,3.358,,9.776888444,,7.41,,8.533872599,,2,1.428571429,,6.245193035
6037218300,7.157445035,,7.77,,7.384738474,,7.0083158,,4.986,,8.847423712,,0.092,,8.422649141,,2,1.428571429,,5.692924566
6037218400,7.157445035,,8.36,,7.679767977,,7.079450957,,2.257,,9.574787394,,6.745,,7.360970677,,2,1.428571429,,5.874799958
6037218500,7.660727311,,7.62,,7.723772377,,7.253782186,,3.644,,9.482741371,,4.654,,6.420626896,,2,1.428571429,,5.86640898
6037218600,7.812858185,,7.57,,7.480748075,,7.039374812,,4.309,,9.16158079,,4.144,,9.666329626,,2,1.428571429,,6.092286085
6037218701,7.812858185,,6.79,,6.03160316,,8.532211201,,8.363,,8.595297649,,6.922,,8.250758342,,2,1.428571429,,6.868140075
6037218702,7.812858185,,6.71,,7.522752275,,7.841899609,,8.458,,9.491745873,,6.266,,9.292214358,,3,2.857142857,,7.299670316
6037218800,7.895175576,,7.32,,7.208720872,,6.431219317,,3.502,,7.71985993,,8.525,,8.230535895,,2,1.428571429,,5.826371682
6037218900,7.869125768,,7.19,,7.225722572,,8.774671877,,3.644,,9.71985993,,6.66,,8.968655207,,2,1.428571429,,6.469878545
6037219010,7.869125768,,5.44,,8.246824682,,7.607454163,,1.711,,9.500750375,,6.816,,8.533872599,,3,2.857142857,,6.129789391
6037219020,7.808690216,,5.33,,7.863786379,,7.963129947,,9.127,,7.989994997,,6.369,,8.119312437,,3,2.857142857,,7.054751603
6037219300,7.673231218,,6.8,,5.931593159,,7.943091875,,8.84,,9.531765883,,8.119,,8.766430738,,3,2.857142857,,7.362403574
6037219500,7.423153069,,5.81,,3.588358836,,3.802224226,,8.498,,2.774387194,,6.481,,6.734074823,,2,1.428571429,,4.728957516
6037219700,7.575283943,,7.35,,8.147814781,,8.049293658,,4.309,,9.263631816,,5.631,,8.351870576,,3,2.857142857,,6.5557653
6037219800,7.58778785,,7.8,,8.99889989,,7.442140066,,2.523,,9.80090045,,7.852,,8.725985844,,3,2.857142857,,6.548365508
6037219901,7.58778785,,8.01,,9.437943794,,8.188558261,,5.836,,9.776888444,,6.772,,7.896865521,,3,2.857142857,,7.107101415
6037219902,7.144941127,,8.66,,8.246824682,,7.754733995,,5.938,,9.270635318,,7.337,,8.645096057,,3,2.857142857,,6.988945223
6037220000,7.673231218,,6.82,,6.663666367,,7.92806332,,0.489,,9.293646823,,4.09,,9.191102123,,2,1.428571429,,5.4782245
6037220100,7.411691153,,7.72,,7.434743474,,6.930167318,,1.066,,8.445222611,,8.001,,6.75429727,,2,1.428571429,,5.480331441
6037221110,8.891320204,,6.12,,9.868986899,,9.715459373,,8.583,,9.086543272,,9.942,,3.993933266,,2,1.428571429,,7.409199345
6037221120,8.891320204,,6.16,,9.681968197,,9.485021541,,5.836,,8.574287144,,9.878,,8.776541962,,2,1.428571429,,7.197927042
6037221210,8.237991039,,5.77,,9.03690369,,8.270714357,,4.826,,7.928964482,,9.82,,6.693629929,,2,1.428571429,,6.449393536
6037221220,8.355736168,,6.21,,9.472947295,,8.807734696,,5.938,,7.155577789,,9.936,,5.611729019,,2,1.428571429,,6.579371759
6037221302,8.02021465,,6.5,,8.737873787,,9.184450456,,3.502,,8.046023012,,9.298,,6.592517695,,2,1.428571429,,6.352854459
6037221303,8.388037929,,5.61,,9.252925293,,9.449954914,,7.605,,9.463731866,,9.885,,8.119312437,,2,1.428571429,,7.491778519
6037221304,8.182765448,,5.77,,8.767876788,,8.566275924,,2.82,,9.662831416,,9.828,,6.926188069,,2,1.428571429,,6.448220458
6037221401,7.956653121,,7.15,,7.618761876,,9.459973951,,4.826,,9.662831416,,8.904,,8.867542973,,2,1.428571429,,6.973824215
6037221402,8.02021465,,7.32,,6.803680368,,7.979160405,,9.059,,9.227613807,,9.07,,7.118301314,,2,1.428571429,,7.175936298
6037221500,8.202563301,,6.22,,9.147914791,,8.566275924,,9.33,,9.538769385,,8.904,,6.248736097,,2,1.428571429,,7.427676998
6037221601,8.573512556,,6.44,,8.672867287,,8.331830478,,9.033,,9.505752876,,8.553,,8.179979778,,2,1.428571429,,7.452503932
6037221602,8.355736168,,6.56,,9.252925293,,9.190461878,,5.619,,9.630815408,,9.898,,9.15065723,,3,2.857142857,,7.513987734
6037221710,8.573512556,,6.27,,8.585858586,,8.830778479,,4.986,,9.325662831,,9.507,,6.926188069,,3,2.857142857,,7.033630748
6037221810,8.573512556,,5.82,,8.876887689,,9.599238553,,9.785,,9.827913957,,8.923,,7.401415571,,3,2.857142857,,8.027213624
6037221820,8.191101386,,5.55,,3.478347835,,9.788598337,,9.992,,9.899949975,,8.597,,5.854398382,,2,1.428571429,,7.254439524
6037221900,8.191101386,,5.88,,7.787778778,,9.980963831,,9.742,,9.596798399,,9.36,,2.730030334,,4,4.285714286,,7.838683423
6037222001,7.956653121,,5.67,,7.907790779,,5.447349965,,7.776,,9.086543272,,2.953,,9.009100101,,2,1.428571429,,6.187770596
6037222002,7.901427529,,5.01,,8.97289729,,7.52629997,,8.549,,9.325662831,,4.768,,9.605662285,,3,2.857142857,,7.175883576
6037222100,8.090028134,,5.2,,8.184818482,,7.295862138,,7.605,,9.103551776,,8.51,,8.938321537,,2,1.428571429,,6.91159519
6037222200,8.202563301,,5.77,,8.803880388,,8.860835588,,8.169,,7.955977989,,8.929,,7.967644085,,2,1.428571429,,7.113043649
6037222500,8.090028134,,5.28,,8.831883188,,6.858030257,,2.82,,9.596798399,,7.805,,8.928210313,,3,2.857142857,,6.365484187
6037222600,8.090028134,,5.88,,7.907790779,,9.51808436,,9.194,,9.531765883,,8.553,,8.594539939,,3,2.857142857,,7.834591726
6037222700,7.911847452,,5.95,,N/A,,9.981965735,,9.991,,9.990995498,,N/A,,2.507583418,,5,5.714285714,,0
6037224010,8.980931541,,7.54,,8.04680468,,9.311692215,,N/A,,9.372686343,,8.417,,7.83619818,,1,0,,0
6037224020,8.830884651,,7.83,,9.472947295,,9.594229035,,1.584,,9.914957479,,9.479,,8.857431749,,2,1.428571429,,6.773884617
6037224200,8.861102428,,7.12,,9.623962396,,9.747520289,,5.725,,9.814907454,,9.311,,2.891809909,,2,1.428571429,,6.953336769
6037224310,8.891320204,,6.49,,9.089908991,,9.734495542,,3.644,,8.92046023,,9.912,,7.098078868,,2,1.428571429,,6.772107027
6037224320,8.891320204,,6.98,,9.729972997,,9.442941589,,6.748,,8.046023012,,9.93,,8.665318504,,2,1.428571429,,7.294402775
6037224410,8.861102428,,6.55,,8.803880388,,9.568179541,,6.057,,9.306653327,,9.101,,8.523761375,,3,2.857142857,,7.470027457
